Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
1992;AP;01;003094;Massiola;103043;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003096;Mergozzo;103044;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003099;Miazzina;103045;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003101;Montecrestese;103046;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003102;Montescheno;103047;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003105;Nonio;103048;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003107;Oggebbio;103049;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003110;Omegna;103050;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003111;Ornavasso;103051;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003113;Pallanzeno;103052;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003117;Piedimulera;103053;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003118;Pieve Vergonte;103054;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003123;Premeno;103055;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003124;Premia;103056;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003125;Premosello-Chiovenda;103057;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003126;Quarna Sopra;103058;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003127;Quarna Sotto;103059;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003128;Re;103060;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003132;San Bernardino Verbano;103061;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003136;Santa Maria Maggiore;103062;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003137;Seppiana;103063;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003142;Stresa;103064;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003145;Toceno;103065;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003147;Trarego Viggiona;103066;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003148;Trasquera;103067;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003150;Trontano;103068;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003151;Valstrona;103069;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003152;Vanzone con San Carlo;103070;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003155;Varzo;103071;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003156;Verbania;103072;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003160;Viganella;103073;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003161;Vignone;103074;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003162;Villadossola;103075;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003163;Villette;103076;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;01;003165;Vogogna;103077;;"Decreto Legislativo 30 aprile 92, n. 277; G.U. n. 106 dell’8 maggio1992";Comune della Provincia di Novara andato a costituire la nuova Provincia di Verbano-Cusio-Ossola;
1992;AP;03;013001;Abbadia Lariana;097001;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013002;Airuno;097002;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013008;Annone di Brianza;097003;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013014;Ballabio;097004;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013016;Barzago;097005;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013017;Barzanò;097006;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013018;Barzio;097007;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013020;Bellano;097008;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013027;Bosisio Parini;097009;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013031;Brivio;097010;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013033;Bulciago;097011;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013039;Calco;097012;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013049;Casargo;097015;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013051;Casatenovo;097016;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013054;Cassago Brianza;097017;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013056;Cassina Valsassina;097018;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013057;Castello di Brianza;097019;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013066;Cernusco Lombardone;097020;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013067;Cesana Brianza;097021;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013069;Civate;097022;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013072;Colico;097023;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013073;Colle Brianza;097024;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013078;Cortenova;097025;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013079;Costa Masnaga;097026;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013080;Crandola Valsassina;097027;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013081;Cremella;097028;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013082;Cremeno;097029;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013086;Dervio;097030;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013088;Dolzago;097031;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013091;Dorio;097032;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013094;Ello;097033;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013096;Esino Lario;097035;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013103;Galbiate;097036;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013104;Garbagnate Monastero;097037;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013105;Garlate;097038;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013115;Imbersago;097039;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013116;Introbio;097040;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013117;Introzzo;097041;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013124;Lecco;097042;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013127;Lierna;097043;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013132;Lomagna;097044;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013140;Malgrate;097045;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013141;Mandello del Lario;097046;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013142;Margno;097047;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013146;Merate;097048;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013149;Missaglia;097049;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013150;Moggio;097050;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013151;Molteno;097051;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013156;Monticello Brianza;097054;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013158;Morterone;097055;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013162;Nibionno;097056;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013164;Oggiono;097057;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013166;Olgiate Molgora;097058;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013167;Olginate;097059;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
1992;AP;03;013168;Oliveto Lario;097060;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;
